"Team","Year","Position_Group","Position_Group_Spending","Wins"
"Indianapolis Colts",2022,"WR",8355527,4
"Indianapolis Colts",2023,"CB",12207931,9
"Indianapolis Colts",2023,"DL",42673839,9
"Indianapolis Colts",2023,"EDGE",4167000,9
"Indianapolis Colts",2023,"MLB",6350000,9
"Indianapolis Colts",2023,"OL",48960857,9
"Indianapolis Colts",2023,"QB",4472677,9
"Indianapolis Colts",2023,"RB",7247289,9
"Indianapolis Colts",2023,"S",3385125,9
"Indianapolis Colts",2023,"ST",7400000,9
"Indianapolis Colts",2023,"TE",7249240,9
"Indianapolis Colts",2023,"WR",6702442,9
"Indianapolis Colts",2024,"CB",11110035,6
"Indianapolis Colts",2024,"DL",42173051,6
"Indianapolis Colts",2024,"EDGE",7500000,6
"Indianapolis Colts",2024,"MLB",9525000,6
"Indianapolis Colts",2024,"OL",48835404,6
"Indianapolis Colts",2024,"QB",13813593,6
"Indianapolis Colts",2024,"RB",12636000,6
"Indianapolis Colts",2024,"S",6827606,6
"Indianapolis Colts",2024,"ST",9850000,6
"Indianapolis Colts",2024,"TE",11159787,6
"Indianapolis Colts",2024,"WR",26961107,6
"Jacksonville Jaguars",2021,"CB",11967376,3
"Jacksonville Jaguars",2021,"DL",16895108,3
"Jacksonville Jaguars",2021,"EDGE",12674745,3
"Jacksonville Jaguars",2021,"MLB",16721637,3
"Jacksonville Jaguars",2021,"OL",43548357,3
"Jacksonville Jaguars",2021,"QB",6726391,3
"Jacksonville Jaguars",2021,"RB",1108331,3
"Jacksonville Jaguars",2021,"S",2663038,3
"Jacksonville Jaguars",2021,"ST",1482554,3
"Jacksonville Jaguars",2021,"TE",5428802,3
"Jacksonville Jaguars",2021,"WR",7689104,3
"Jacksonville Jaguars",2022,"CB",11449358,9
"Jacksonville Jaguars",2022,"DL",22111654,9
"Jacksonville Jaguars",2022,"EDGE",18379756,9
"Jacksonville Jaguars",2022,"MLB",11848941,9
"Jacksonville Jaguars",2022,"OL",17533683,9
"Jacksonville Jaguars",2022,"QB",11088620,9
"Jacksonville Jaguars",2022,"RB",4612954,9
"Jacksonville Jaguars",2022,"S",14509158,9
"Jacksonville Jaguars",2022,"ST",4510334,9
"Jacksonville Jaguars",2022,"TE",16445095,9
"Jacksonville Jaguars",2022,"WR",27498969,9
"Jacksonville Jaguars",2023,"CB",17784604,9
"Jacksonville Jaguars",2023,"DL",25108707,9
"Jacksonville Jaguars",2023,"EDGE",23651791,9
"Jacksonville Jaguars",2023,"MLB",15918916,9
"Jacksonville Jaguars",2023,"OL",40579962,9
"Jacksonville Jaguars",2023,"QB",12032264,9
"Jacksonville Jaguars",2023,"RB",5590695,9
"Jacksonville Jaguars",2023,"S",10135834,9
"Jacksonville Jaguars",2023,"ST",5720000,9
"Jacksonville Jaguars",2023,"TE",7141202,9
"Jacksonville Jaguars",2023,"WR",30366363,9
"Jacksonville Jaguars",2024,"CB",12512202,2
"Jacksonville Jaguars",2024,"DL",17203255,2
"Jacksonville Jaguars",2024,"EDGE",22348838,2
"Jacksonville Jaguars",2024,"MLB",23087915,2
"Jacksonville Jaguars",2024,"OL",27368322,2
"Jacksonville Jaguars",2024,"QB",18307637,2
"Jacksonville Jaguars",2024,"RB",7131485,2
"Jacksonville Jaguars",2024,"S",12263394,2
"Jacksonville Jaguars",2024,"ST",4714597,2
"Jacksonville Jaguars",2024,"TE",10471626,2
"Jacksonville Jaguars",2024,"WR",6995859,2
"Kansas City Chiefs",2021,"CB",7896351,12
"Kansas City Chiefs",2021,"DL",46410761,12
"Kansas City Chiefs",2021,"EDGE",2933566,12
"Kansas City Chiefs",2021,"MLB",13401136,12
"Kansas City Chiefs",2021,"OL",14363179,12
"Kansas City Chiefs",2021,"QB",9351709,12
"Kansas City Chiefs",2021,"RB",6230237,12
"Kansas City Chiefs",2021,"S",23292604,12
"Kansas City Chiefs",2021,"ST",5971618,12
"Kansas City Chiefs",2021,"TE",9331826,12
"Kansas City Chiefs",2021,"WR",21183287,12
"Kansas City Chiefs",2022,"CB",6678076,14
"Kansas City Chiefs",2022,"DL",54713353,14
"Kansas City Chiefs",2022,"EDGE",2220916,14
"Kansas City Chiefs",2022,"MLB",2795272,14
"Kansas City Chiefs",2022,"OL",31817606,14
"Kansas City Chiefs",2022,"QB",38618381,14
"Kansas City Chiefs",2022,"RB",4319777,14
"Kansas City Chiefs",2022,"S",9794755,14
"Kansas City Chiefs",2022,"ST",4909025,14
"Kansas City Chiefs",2022,"TE",10395943,14
"Kansas City Chiefs",2022,"WR",15171439,14
"Kansas City Chiefs",2023,"CB",9966886,11
"Kansas City Chiefs",2023,"DL",44652319,11
"Kansas City Chiefs",2023,"EDGE",1591101,11
"Kansas City Chiefs",2023,"MLB",7369367,11
"Kansas City Chiefs",2023,"OL",28598044,11
"Kansas City Chiefs",2023,"QB",38226325,11
"Kansas City Chiefs",2023,"RB",4489671,11
"Kansas City Chiefs",2023,"S",15908888,11
"Kansas City Chiefs",2023,"ST",9075796,11
"Kansas City Chiefs",2023,"TE",16671866,11
"Kansas City Chiefs",2023,"WR",18278905,11
"Kansas City Chiefs",2024,"CB",8384147,11
"Kansas City Chiefs",2024,"DL",35422427,11
"Kansas City Chiefs",2024,"EDGE",7303104,11
"Kansas City Chiefs",2024,"MLB",3516733,11
"Kansas City Chiefs",2024,"OL",60744860,11
"Kansas City Chiefs",2024,"QB",39362681,11
"Kansas City Chiefs",2024,"RB",5790777,11
"Kansas City Chiefs",2024,"S",16771851,11
"Kansas City Chiefs",2024,"ST",2300836,11
"Kansas City Chiefs",2024,"TE",22195191,11
"Kansas City Chiefs",2024,"WR",11990931,11
"Las Vegas Raiders",2021,"CB",6426585,10
"Las Vegas Raiders",2021,"DL",28368955,10
"Las Vegas Raiders",2021,"EDGE",3474996,10
"Las Vegas Raiders",2021,"MLB",8776470,10
"Las Vegas Raiders",2021,"OL",26217782,10
"Las Vegas Raiders",2021,"QB",25625000,10
"Las Vegas Raiders",2021,"RB",6544563,10
"Las Vegas Raiders",2021,"S",3774731,10
"Las Vegas Raiders",2021,"ST",6057890,10
"Las Vegas Raiders",2021,"TE",8688765,10
"Las Vegas Raiders",2021,"WR",5538787,10
"Las Vegas Raiders",2022,"CB",3364359,6
"Las Vegas Raiders",2022,"DL",27018980,6
"Las Vegas Raiders",2022,"MLB",1980831,6
"Las Vegas Raiders",2022,"OL",13808628,6
"Las Vegas Raiders",2022,"QB",20418334,6
"Las Vegas Raiders",2022,"RB",10090436,6
"Las Vegas Raiders",2022,"S",4835153,6
"Las Vegas Raiders",2022,"ST",7269445,6
"Las Vegas Raiders",2022,"TE",14722098,6
"Las Vegas Raiders",2022,"WR",18701487,6
"Las Vegas Raiders",2023,"CB",4165260,8
"Las Vegas Raiders",2023,"DL",32040957,8
"Las Vegas Raiders",2023,"EDGE",1358409,8
"Las Vegas Raiders",2023,"MLB",5236834,8
"Las Vegas Raiders",2023,"OL",32391888,8
"Las Vegas Raiders",2023,"QB",8784345,8
"Las Vegas Raiders",2023,"RB",17151427,8
"Las Vegas Raiders",2023,"S",8541928,8
"Las Vegas Raiders",2023,"ST",8235000,8
"Las Vegas Raiders",2023,"TE",2854444,8
"Las Vegas Raiders",2023,"WR",35121656,8
"Las Vegas Raiders",2024,"CB",7227847,2
"Las Vegas Raiders",2024,"DL",44842091,2
"Las Vegas Raiders",2024,"EDGE",6912842,2
"Las Vegas Raiders",2024,"MLB",6112313,2
"Las Vegas Raiders",2024,"OL",32742557,2
"Las Vegas Raiders",2024,"QB",1820957,2
"Las Vegas Raiders",2024,"RB",4888633,2
"Las Vegas Raiders",2024,"S",7632103,2
"Las Vegas Raiders",2024,"ST",9292000,2
"Las Vegas Raiders",2024,"TE",9173032,2
"Las Vegas Raiders",2024,"WR",11476421,2
"Los Angeles Chargers",2021,"CB",20779929,9
"Los Angeles Chargers",2021,"DL",20106714,9
"Los Angeles Chargers",2021,"EDGE",25027297,9
"Los Angeles Chargers",2021,"MLB",6673962,9
"Los Angeles Chargers",2021,"OL",18880948,9
"Los Angeles Chargers",2021,"Other",739445,9
"Los Angeles Chargers",2021,"QB",8960017,9
"Los Angeles Chargers",2021,"RB",8349025,9
"Los Angeles Chargers",2021,"S",6979487,9
"Los Angeles Chargers",2021,"ST",2356944,9
"Los Angeles Chargers",2021,"TE",7070155,9
"Los Angeles Chargers",2021,"WR",33861585,9
"Los Angeles Chargers",2022,"CB",13531998,10
"Los Angeles Chargers",2022,"DL",7988660,10
"Los Angeles Chargers",2022,"EDGE",37745830,10
"Los Angeles Chargers",2022,"MLB",11276823,10
"Los Angeles Chargers",2022,"OL",25878634,10
"Los Angeles Chargers",2022,"Other",904445,10
"Los Angeles Chargers",2022,"QB",10283142,10
"Los Angeles Chargers",2022,"RB",9703575,10
"Los Angeles Chargers",2022,"S",13082607,10
"Los Angeles Chargers",2022,"ST",2559169,10
"Los Angeles Chargers",2022,"TE",6412696,10
"Los Angeles Chargers",2022,"WR",35948717,10
"Los Angeles Chargers",2023,"CB",13929831,5
"Los Angeles Chargers",2023,"DL",14613903,5
"Los Angeles Chargers",2023,"EDGE",18118966,5
"Los Angeles Chargers",2023,"MLB",11417976,5
"Los Angeles Chargers",2023,"OL",14417802,5
"Los Angeles Chargers",2023,"Other",1019445,5
"Los Angeles Chargers",2023,"QB",1389167,5
"Los Angeles Chargers",2023,"RB",10009323,5
"Los Angeles Chargers",2023,"S",14134226,5
"Los Angeles Chargers",2023,"ST",3725000,5
"Los Angeles Chargers",2023,"TE",10853888,5
"Los Angeles Chargers",2023,"WR",18914487,5
"Los Angeles Chargers",2024,"CB",9803831,8
"Los Angeles Chargers",2024,"DL",9594473,8
"Los Angeles Chargers",2024,"EDGE",55560163,8
"Los Angeles Chargers",2024,"MLB",6743191,8
"Los Angeles Chargers",2024,"OL",28632243,8
"Los Angeles Chargers",2024,"Other",1134445,8
"Los Angeles Chargers",2024,"QB",21848175,8
"Los Angeles Chargers",2024,"RB",5039933,8
"Los Angeles Chargers",2024,"S",19879731,8
"Los Angeles Chargers",2024,"ST",5555000,8
"Los Angeles Chargers",2024,"TE",4069164,8
"Los Angeles Chargers",2024,"WR",12888430,8
"Los Angeles Rams",2021,"CB",16219819,12
"Los Angeles Rams",2021,"DL",25316788,12
"Los Angeles Rams",2021,"EDGE",9045083,12
"Los Angeles Rams",2021,"MLB",1220660,12
"Los Angeles Rams",2021,"OL",19304128,12
"Los Angeles Rams",2021,"QB",21515000,12
"Los Angeles Rams",2021,"RB",4373576,12
"Los Angeles Rams",2021,"S",4032579,12
"Los Angeles Rams",2021,"ST",5387000,12
"Los Angeles Rams",2021,"TE",7244946,12
"Los Angeles Rams",2021,"WR",8157500,12
"Los Angeles Rams",2022,"CB",30101752,5
"Los Angeles Rams",2022,"DL",34049495,5
"Los Angeles Rams",2022,"EDGE",8735002,5
"Los Angeles Rams",2022,"MLB",4412694,5
"Los Angeles Rams",2022,"OL",11322183,5
"Los Angeles Rams",2022,"QB",3069444,5
"Los Angeles Rams",2022,"RB",2816994,5
"Los Angeles Rams",2022,"S",4219522,5
"Los Angeles Rams",2022,"ST",4400000,5
"Los Angeles Rams",2022,"TE",4829949,5
"Los Angeles Rams",2022,"WR",5554328,5
"Los Angeles Rams",2023,"CB",3639052,10
"Los Angeles Rams",2023,"DL",33574764,10
"Los Angeles Rams",2023,"EDGE",1211440,10
"Los Angeles Rams",2023,"MLB",4056898,10
"Los Angeles Rams",2023,"OL",27722389,10
"Los Angeles Rams",2023,"QB",20620000,10
"Los Angeles Rams",2023,"RB",3052046,10
"Los Angeles Rams",2023,"S",6125778,10
"Los Angeles Rams",2023,"ST",1038111,10
"Los Angeles Rams",2023,"TE",8423313,10
"Los Angeles Rams",2023,"WR",22416616,10
"Los Angeles Rams",2024,"CB",3639052,6
"Los Angeles Rams",2024,"DL",33574764,6
"Los Angeles Rams",2024,"EDGE",1211440,6
"Los Angeles Rams",2024,"MLB",4056898,6
"Los Angeles Rams",2024,"OL",27722389,6
"Los Angeles Rams",2024,"QB",20620000,6
"Los Angeles Rams",2024,"RB",3052046,6
"Los Angeles Rams",2024,"S",6125778,6
"Los Angeles Rams",2024,"ST",1038111,6
"Los Angeles Rams",2024,"TE",8423313,6
"Los Angeles Rams",2024,"WR",22416616,6
"Miami Dolphins",2021,"CB",34547517,9
"Miami Dolphins",2021,"DL",23243047,9
"Miami Dolphins",2021,"EDGE",9716495,9
"Miami Dolphins",2021,"MLB",1058888,9
"Miami Dolphins",2021,"OL",14375334,9
"Miami Dolphins",2021,"QB",11880781,9
"Miami Dolphins",2021,"RB",2921459,9
"Miami Dolphins",2021,"S",11409336,9
"Miami Dolphins",2021,"ST",5320412,9
"Miami Dolphins",2021,"TE",10306589,9
"Miami Dolphins",2021,"WR",24674726,9
"Miami Dolphins",2022,"CB",17603611,9
"Miami Dolphins",2022,"DL",10017055,9
"Miami Dolphins",2022,"EDGE",15952021,9
"Miami Dolphins",2022,"MLB",12872811,9
"Miami Dolphins",2022,"OL",19583400,9
"Miami Dolphins",2022,"QB",15482492,9
"Miami Dolphins",2022,"RB",6156765,9
"Miami Dolphins",2022,"S",10333502,9
"Miami Dolphins",2022,"ST",5140112,9
"Miami Dolphins",2022,"TE",14810251,9
"Miami Dolphins",2022,"WR",21835487,9
"Miami Dolphins",2023,"CB",19291911,11
"Miami Dolphins",2023,"DL",33980543,11
"Miami Dolphins",2023,"EDGE",2540005,11
"Miami Dolphins",2023,"MLB",19883236,11
"Miami Dolphins",2023,"OL",24295417,11
"Miami Dolphins",2023,"QB",13313648,11
"Miami Dolphins",2023,"RB",9779341,11
"Miami Dolphins",2023,"S",8176220,11
"Miami Dolphins",2023,"ST",4736612,11
"Miami Dolphins",2023,"TE",5151420,11
"Miami Dolphins",2023,"WR",31673175,11
"Miami Dolphins",2024,"CB",14859595,5
"Miami Dolphins",2024,"DL",14883443,5
"Miami Dolphins",2024,"EDGE",4583168,5
"Miami Dolphins",2024,"MLB",9653384,5
"Miami Dolphins",2024,"OL",25183069,5
"Miami Dolphins",2024,"QB",11408000,5
"Miami Dolphins",2024,"RB",11150630,5
"Miami Dolphins",2024,"S",10324371,5
"Miami Dolphins",2024,"ST",6181500,5
"Miami Dolphins",2024,"TE",6815000,5
"Miami Dolphins",2024,"WR",32056864,5
"Minnesota Vikings",2021,"CB",11086445,8
"Minnesota Vikings",2021,"DL",17077734,8
"Minnesota Vikings",2021,"EDGE",8774055,8
"Minnesota Vikings",2021,"MLB",1728501,8
"Minnesota Vikings",2021,"OL",16397263,8
"Minnesota Vikings",2021,"QB",32871930,8
"Minnesota Vikings",2021,"RB",10123990,8
"Minnesota Vikings",2021,"S",9413528,8
"Minnesota Vikings",2021,"ST",2480000,8
"Minnesota Vikings",2021,"TE",2071370,8
"Minnesota Vikings",2021,"WR",6119971,8
"Minnesota Vikings",2022,"CB",9258925,13
"Minnesota Vikings",2022,"DL",18126763,13
"Minnesota Vikings",2022,"EDGE",16746531,13
"Minnesota Vikings",2022,"MLB",18880318,13
"Minnesota Vikings",2022,"OL",14131430,13
"Minnesota Vikings",2022,"QB",32668668,13
"Minnesota Vikings",2022,"RB",18129024,13
"Minnesota Vikings",2022,"S",8302058,13
"Minnesota Vikings",2022,"ST",4174666,13
"Minnesota Vikings",2022,"TE",3566069,13
"Minnesota Vikings",2022,"WR",18775713,13
"Minnesota Vikings",2023,"CB",9260420,7
"Minnesota Vikings",2023,"DL",12219147,7
"Minnesota Vikings",2023,"EDGE",21057777,7
"Minnesota Vikings",2023,"MLB",7003677,7
"Minnesota Vikings",2023,"OL",24918740,7
"Minnesota Vikings",2023,"QB",3378149,7
"Minnesota Vikings",2023,"RB",7189576,7
"Minnesota Vikings",2023,"S",17569396,7
"Minnesota Vikings",2023,"ST",4168332,7
"Minnesota Vikings",2023,"TE",4654000,7
"Minnesota Vikings",2023,"WR",10616227,7
"Minnesota Vikings",2024,"CB",23855139,10
"Minnesota Vikings",2024,"DL",11699556,10
"Minnesota Vikings",2024,"EDGE",16183779,10
"Minnesota Vikings",2024,"MLB",5835667,10
"Minnesota Vikings",2024,"OL",40200292,10
"Minnesota Vikings",2024,"QB",8215000,10
"Minnesota Vikings",2024,"RB",8596963,10
"Minnesota Vikings",2024,"S",14336337,10
"Minnesota Vikings",2024,"ST",1712503,10
"Minnesota Vikings",2024,"TE",15215176,10
"Minnesota Vikings",2024,"WR",16453615,10
"New England Patriots",2021,"CB",12825088,10
"New England Patriots",2021,"DL",12977664,10
"New England Patriots",2021,"EDGE",8209486,10
"New England Patriots",2021,"MLB",20322163,10
"New England Patriots",2021,"OL",28886339,10
"New England Patriots",2021,"QB",4645684,10
"New England Patriots",2021,"RB",5525268,10
"New England Patriots",2021,"S",20353760,10
"New England Patriots",2021,"ST",2854268,10
"New England Patriots",2021,"TE",13497424,10
"New England Patriots",2021,"WR",17479324,10
"New England Patriots",2022,"CB",16527982,8
"New England Patriots",2022,"DL",22989521,8
"New England Patriots",2022,"EDGE",15755374,8
"New England Patriots",2022,"MLB",8674760,8
"New England Patriots",2022,"OL",14330030,8
"New England Patriots",2022,"QB",4409121,8
"New England Patriots",2022,"RB",3591327,8
"New England Patriots",2022,"S",14399924,8
"New England Patriots",2022,"ST",2730277,8
"New England Patriots",2022,"TE",23381168,8
"New England Patriots",2022,"WR",34335751,8
"New England Patriots",2023,"CB",13198407,4
"New England Patriots",2023,"DL",28037042,4
"New England Patriots",2023,"EDGE",1714788,4
"New England Patriots",2023,"MLB",12233963,4
"New England Patriots",2023,"OL",26009043,4
"New England Patriots",2023,"QB",5245824,4
"New England Patriots",2023,"RB",3545587,4
"New England Patriots",2023,"S",15228640,4
"New England Patriots",2023,"ST",3247301,4
"New England Patriots",2023,"TE",5431667,4
"New England Patriots",2023,"WR",8804689,4
"New England Patriots",2024,"CB",19669706,3
"New England Patriots",2024,"DL",30496610,3
"New England Patriots",2024,"EDGE",7998848,3
"New England Patriots",2024,"MLB",3325000,3
"New England Patriots",2024,"OL",16751891,3
"New England Patriots",2024,"QB",15384957,3
"New England Patriots",2024,"RB",9490319,3
"New England Patriots",2024,"S",18674979,3
"New England Patriots",2024,"ST",3640114,3
"New England Patriots",2024,"TE",9270170,3
"New England Patriots",2024,"WR",11874519,3
"New Orleans Saints",2021,"CB",7542815,9
"New Orleans Saints",2021,"DL",21126393,9
"New Orleans Saints",2021,"EDGE",8862531,9
"New Orleans Saints",2021,"MLB",2689134,9
"New Orleans Saints",2021,"OL",21609740,9
"New Orleans Saints",2021,"QB",8937396,9
"New Orleans Saints",2021,"RB",8430265,9
"New Orleans Saints",2021,"S",19010799,9
"New Orleans Saints",2021,"ST",2213276,9
"New Orleans Saints",2021,"TE",2322592,9
"New Orleans Saints",2021,"WR",4935600,9
"New Orleans Saints",2022,"CB",15192023,7
"New Orleans Saints",2022,"DL",32585591,7
"New Orleans Saints",2022,"EDGE",2276052,7
"New Orleans Saints",2022,"MLB",7546277,7
"New Orleans Saints",2022,"OL",28163820,7
"New Orleans Saints",2022,"QB",7000000,7
"New Orleans Saints",2022,"RB",6938273,7
"New Orleans Saints",2022,"S",10580736,7
"New Orleans Saints",2022,"ST",7655500,7
"New Orleans Saints",2022,"TE",7188074,7
"New Orleans Saints",2022,"WR",6231060,7
"New Orleans Saints",2023,"CB",5249296,9
"New Orleans Saints",2023,"DL",35056401,9
"New Orleans Saints",2023,"EDGE",3057129,9
"New Orleans Saints",2023,"MLB",10448561,9
"New Orleans Saints",2023,"OL",30587572,9
"New Orleans Saints",2023,"QB",12428204,9
"New Orleans Saints",2023,"RB",11967829,9
"New Orleans Saints",2023,"S",7920348,9
"New Orleans Saints",2023,"ST",3047499,9
"New Orleans Saints",2023,"TE",11771500,9
"New Orleans Saints",2023,"WR",6492951,9
"New Orleans Saints",2024,"CB",5015957,4
"New Orleans Saints",2024,"DL",40310438,4
"New Orleans Saints",2024,"EDGE",7430429,4
"New Orleans Saints",2024,"MLB",10955798,4
"New Orleans Saints",2024,"OL",24489161,4
"New Orleans Saints",2024,"QB",14638324,4
"New Orleans Saints",2024,"RB",22365494,4
"New Orleans Saints",2024,"S",11798126,4
"New Orleans Saints",2024,"ST",3124166,4
"New Orleans Saints",2024,"TE",17861883,4
"New Orleans Saints",2024,"WR",3335833,4
"New York Jets",2021,"CB",7179652,4
"New York Jets",2021,"DL",20640464,4
"New York Jets",2021,"EDGE",850000,4
"New York Jets",2021,"MLB",8279999,4
"New York Jets",2021,"OL",18975677,4
"New York Jets",2021,"QB",7897977,4
"New York Jets",2021,"RB",4325397,4
"New York Jets",2021,"S",2058435,4
"New York Jets",2021,"ST",2004828,4
"New York Jets",2021,"TE",2087438,4
"New York Jets",2021,"WR",13875118,4
"New York Jets",2022,"CB",14600181,7
"New York Jets",2022,"DL",46185612,7
"New York Jets",2022,"EDGE",3440000,7
"New York Jets",2022,"MLB",6643500,7
"New York Jets",2022,"OL",21208450,7
"New York Jets",2022,"QB",13914085,7
"New York Jets",2022,"RB",2969621,7
"New York Jets",2022,"S",7419589,7
"New York Jets",2022,"ST",4084569,7
"New York Jets",2022,"TE",8105585,7
"New York Jets",2022,"WR",24724259,7
"New York Jets",2023,"CB",21635144,7
"New York Jets",2023,"DL",23048296,7
"New York Jets",2023,"EDGE",129444,7
"New York Jets",2023,"MLB",29927219,7
"New York Jets",2023,"OL",22321363,7
"New York Jets",2023,"QB",9515552,7
"New York Jets",2023,"RB",2925423,7
"New York Jets",2023,"S",9861617,7
"New York Jets",2023,"ST",4920000,7
"New York Jets",2023,"TE",6818891,7
"New York Jets",2023,"WR",12874384,7
"New York Jets",2024,"CB",33568369,3
"New York Jets",2024,"DL",33537160,3
"New York Jets",2024,"EDGE",14509595,3
"New York Jets",2024,"MLB",8229000,3
"New York Jets",2024,"OL",24156320,3
"New York Jets",2024,"QB",19961112,3
"New York Jets",2024,"RB",4537377,3
"New York Jets",2024,"S",5254548,3
"New York Jets",2024,"ST",3818056,3
"New York Jets",2024,"TE",7830200,3
"New York Jets",2024,"WR",11772236,3
"Philadelphia Eagles",2021,"CB",13761489,9
"Philadelphia Eagles",2021,"DL",30905988,9
"Philadelphia Eagles",2021,"MLB",2764023,9
"Philadelphia Eagles",2021,"OL",27005855,9
"Philadelphia Eagles",2021,"QB",2622690,9
"Philadelphia Eagles",2021,"RB",3594096,9
"Philadelphia Eagles",2021,"S",5156299,9
"Philadelphia Eagles",2021,"ST",3364333,9
"Philadelphia Eagles",2021,"TE",4085665,9
"Philadelphia Eagles",2021,"WR",8350550,9
"Philadelphia Eagles",2022,"CB",17160012,14
"Philadelphia Eagles",2022,"DL",44738157,14
"Philadelphia Eagles",2022,"EDGE",5706000,14
"Philadelphia Eagles",2022,"MLB",2955780,14
"Philadelphia Eagles",2022,"OL",36987549,14
"Philadelphia Eagles",2022,"QB",5008230,14
"Philadelphia Eagles",2022,"RB",5244535,14
"Philadelphia Eagles",2022,"S",5283194,14
"Philadelphia Eagles",2022,"ST",4048722,14
"Philadelphia Eagles",2022,"TE",5302768,14
"Philadelphia Eagles",2022,"WR",13283399,14
"Philadelphia Eagles",2023,"CB",22009751,11
"Philadelphia Eagles",2023,"DL",33588796,11
"Philadelphia Eagles",2023,"EDGE",10157438,11
"Philadelphia Eagles",2023,"MLB",2091134,11
"Philadelphia Eagles",2023,"OL",41552621,11
"Philadelphia Eagles",2023,"QB",8882916,11
"Philadelphia Eagles",2023,"RB",5240639,11
"Philadelphia Eagles",2023,"S",3641554,11
"Philadelphia Eagles",2023,"ST",5326444,11
"Philadelphia Eagles",2023,"TE",8122619,11
"Philadelphia Eagles",2023,"WR",19333801,11
"Philadelphia Eagles",2024,"CB",20659821,10
"Philadelphia Eagles",2024,"DL",15145459,10
"Philadelphia Eagles",2024,"EDGE",13426735,10
"Philadelphia Eagles",2024,"MLB",3421564,10
"Philadelphia Eagles",2024,"OL",43369692,10
"Philadelphia Eagles",2024,"QB",16504330,10
"Philadelphia Eagles",2024,"RB",5913123,10
"Philadelphia Eagles",2024,"S",5432810,10
"Philadelphia Eagles",2024,"ST",6930000,10
"Philadelphia Eagles",2024,"TE",10160119,10
"Philadelphia Eagles",2024,"WR",24160793,10
"Pittsburgh Steelers",2021,"CB",21389155,9
"Pittsburgh Steelers",2021,"DL",12529121,9
"Pittsburgh Steelers",2021,"EDGE",9141286,9
"Pittsburgh Steelers",2021,"MLB",8591702,9
"Pittsburgh Steelers",2021,"OL",11073732,9
"Pittsburgh Steelers",2021,"QB",28953066,9
"Pittsburgh Steelers",2021,"RB",8055949,9
"Pittsburgh Steelers",2021,"S",7964221,9
"Pittsburgh Steelers",2021,"ST",6113517,9
"Pittsburgh Steelers",2021,"TE",2335479,9
"Pittsburgh Steelers",2021,"WR",8016895,9
"Pittsburgh Steelers",2022,"CB",11148276,9
"Pittsburgh Steelers",2022,"DL",32560785,9
"Pittsburgh Steelers",2022,"EDGE",27037768,9
"Pittsburgh Steelers",2022,"MLB",14845186,9
"Pittsburgh Steelers",2022,"OL",17463974,9
"Pittsburgh Steelers",2022,"QB",10257801,9
"Pittsburgh Steelers",2022,"RB",9528180,9
"Pittsburgh Steelers",2022,"S",11699235,9
"Pittsburgh Steelers",2022,"ST",6819698,9
"Pittsburgh Steelers",2022,"TE",3164962,9
"Pittsburgh Steelers",2022,"WR",14077271,9
"Pittsburgh Steelers",2023,"CB",15251012,10
"Pittsburgh Steelers",2023,"DL",35046790,10
"Pittsburgh Steelers",2023,"EDGE",37660657,10
"Pittsburgh Steelers",2023,"MLB",2326872,10
"Pittsburgh Steelers",2023,"OL",42985224,10
"Pittsburgh Steelers",2023,"Other",583338,10
"Pittsburgh Steelers",2023,"QB",10148917,10
"Pittsburgh Steelers",2023,"RB",5330171,10
"Pittsburgh Steelers",2023,"S",10709169,10
"Pittsburgh Steelers",2023,"ST",7540184,10
"Pittsburgh Steelers",2023,"TE",3526293,10
"Pittsburgh Steelers",2023,"WR",22766504,10
"Pittsburgh Steelers",2024,"CB",10357375,9
"Pittsburgh Steelers",2024,"DL",32589803,9
"Pittsburgh Steelers",2024,"EDGE",39349924,9
"Pittsburgh Steelers",2024,"MLB",13796433,9
"Pittsburgh Steelers",2024,"OL",23305146,9
"Pittsburgh Steelers",2024,"QB",5595948,9
"Pittsburgh Steelers",2024,"RB",7828238,9
"Pittsburgh Steelers",2024,"S",29735000,9
"Pittsburgh Steelers",2024,"ST",6813607,9
"Pittsburgh Steelers",2024,"TE",6911637,9
"Pittsburgh Steelers",2024,"WR",6822866,9
"San Francisco 49ers",2021,"CB",7649251,10
"San Francisco 49ers",2021,"DL",29984251,10
"San Francisco 49ers",2021,"EDGE",4706017,10
"San Francisco 49ers",2021,"MLB",4528213,10
"San Francisco 49ers",2021,"OL",22785274,10
"San Francisco 49ers",2021,"QB",32600959,10
"San Francisco 49ers",2021,"RB",6597796,10
"San Francisco 49ers",2021,"S",8783421,10
"San Francisco 49ers",2021,"ST",4610331,10
"San Francisco 49ers",2021,"TE",7863492,10
"San Francisco 49ers",2021,"WR",8063422,10
"San Francisco 49ers",2022,"CB",6559743,13
"San Francisco 49ers",2022,"DL",40180151,13
"San Francisco 49ers",2022,"MLB",16518311,13
"San Francisco 49ers",2022,"OL",28913762,13
"San Francisco 49ers",2022,"QB",14485428,13
"San Francisco 49ers",2022,"RB",5869025,13
"San Francisco 49ers",2022,"S",17135888,13
"San Francisco 49ers",2022,"ST",8335331,13
"San Francisco 49ers",2022,"TE",10347086,13
"San Francisco 49ers",2022,"WR",13946414,13
"San Francisco 49ers",2023,"CB",12067661,12
"San Francisco 49ers",2023,"DL",40006091,12
"San Francisco 49ers",2023,"EDGE",1451246,12
"San Francisco 49ers",2023,"MLB",20748336,12
