"Team","Year","Player.(53)","Pos","Age","Cap.Hit","Cap.Hit.Pct","Dead.Cap","Base.Salary","Cap_Hit","Cap.Hit.Pct.League.Cap","Base.P5.Salary","Signing.Bonus.Proration","Per.Game.Bonus","Roster.Bonus","Option.Bonus","Workout.Bonus","Restructure.Proration","Incentives.Likely","Player.(55)","Player.Name","Player.(54)","Player.(52)"
"Seattle Seahawks",2023,"Edwards Mario Edwards","DE",29,"$1,092,500","0.49%","($1,317,500)","$1,317,500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Forsythe Stone Forsythe","LT",26,"$981,656","0.44%","($83,312)","$940,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Woolen Tariq Woolen","CB",24,"$953,054","0.42%","($249,162)","$870,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Bradford Anthony Bradford","G",24,"$950,996","0.42%","($803,984)","$1,553,984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Bryant Coby Bryant","CB",24,"$940,284","0.42%","($605,853)","$738,333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Jackson Michael Jackson","CB",26,"$940,000","0.42%","-","$940,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Young Cameron Young","DT",23,"$931,877","0.41%","($727,508)","$1,477,508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Adams Myles Adams","DT",25,"$870,000","0.39%","-","$870,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Burns Artie Burns","CB",28,"$835,552","0.37%","-","$960,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Oluwatimi Olu Oluwatimi","C",24,"$829,114","0.37%","($316,456)","$1,066,456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Rhattigan Jon Rhattigan","LB",24,"$783,330","0.35%","-","$783,330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Bobo Jake Bobo","WR",25,"$753,333","0.34%","($10,000)","$760,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Stoll Chris Stoll","LS",25,"$752,166","0.33%","($6,500)","$756,500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"O'Neal Raiqwon O'Neal","T",23,"$708,333","0.32%","-","$708,333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Curtis McClendon Curtis","G",24,"$708,333","0.32%","-","$708,333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Young Dareke Young","WR",24,"$697,775","0.31%","($75,825)","$672,500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Russell Brady Russell","TE",25,"$666,667","0.30%","-","$666,666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Williams Leonard Williams","DE",29,"$647,222","0.29%","($647,222)","$647,222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"McIntosh Kenny McIntosh","RB",23,"$622,716","0.28%","($90,852)","$690,855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Peters Jason Peters","LT",41,"$417,776","0.19%","-","$517,777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Curhan Jake Curhan","T",25,"$104,444","0.05%","-","$104,444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"O'Connell Patrick O'Connell","LB",24,"$83,334","0.04%","-","$83,334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2023,"Okada Ty Okada","S",24,"$83,334","0.04%","-","$83,334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Smith Geno Smith","QB",34,"$26,400,000","10.34%","($39,700,000)","$22,500,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Lockett Tyler Lockett","WR",32,"$18,895,000","7.40%","($12,660,000)","$13,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Metcalf D.K. Metcalf","WR",27,"$15,000,000","5.87%","($36,000,000)","$13,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Jones Dre'Mont Jones","DE",27,"$10,770,416","4.22%","($24,333,336)","$11,510,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Williams Leonard Williams","DE",30,"$10,400,000","4.07%","($26,150,000)","$27,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Fant Noah Fant","TE",27,"$7,500,000","2.94%","($11,490,000)","$12,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Witherspoon Devon Witherspoon","CB",24,"$7,241,171","2.84%","($26,068,215)","$2,198,234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Love Julian Love","FS",26,"$6,500,000","2.55%","($15,575,000)","$11,965,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Reed Jarran Reed","DT",32,"$6,370,000","2.49%","($1,500,000)","$4,870,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Cross Charles Cross","LT",24,"$5,831,898","2.28%","($12,635,779)","$2,648,966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Myers Jason Myers","K",33,"$5,510,000","2.16%","($9,260,000)","$3,635,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Jenkins Rayshawn Jenkins","SS",30,"$4,100,000","1.61%","($6,260,000)","$6,600,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Dickson Michael Dickson","P",28,"$3,850,000","1.51%","($2,600,000)","$2,550,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Smith-Njigba Jaxon Smith-Njigba","WR",22,"$3,276,661","1.28%","($11,795,979)","$1,405,332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Brown Pharaoh Brown","TE",30,"$3,200,000","1.25%","($2,690,000)","$3,200,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Murphy Byron Murphy","DE",22,"$2,924,204","1.15%","($16,083,122)","$9,311,816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Mafe Boye Mafe","OLB",26,"$2,335,159","0.91%","($2,816,546)","$1,483,386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Walker Kenneth Walker","RB",24,"$2,302,249","0.90%","($2,690,666)","$1,472,416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Hall Derick Hall","OLB",23,"$2,071,722","0.81%","($5,565,167)","$1,164,344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Hankins Johnathan Hankins","DT",32,"$1,960,000","0.77%","($300,000)","$2,050,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Jones Ernest Jones","ILB",25,"$1,904,221","0.75%","-","$1,904,221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Charbonnet Zach Charbonnet","RB",23,"$1,562,745","0.61%","($2,563,137)","$1,062,549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Lucas Abraham Lucas","RT",26,"$1,470,458","0.58%","($550,610)","$1,195,153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Robertson-Harris Roy Robertson-Harris","DT",31,"$1,392,156","0.55%","($1,133,333)","$1,392,156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Brown Tre Brown","CB",27,"$1,215,166","0.48%","($160,166)","$1,055,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Tomlinson Laken Tomlinson","G",32,"$1,210,000","0.47%","($500,000)","$1,210,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Bryant Coby Bryant","CB",25,"$1,186,951","0.46%","($403,902)","$985,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Shenault Laviska Shenault","WR",26,"$1,152,500","0.45%","($1,152,500)","$1,292,500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Gipson Trevis Gipson","OLB",27,"$1,085,000","0.42%","-","$1,225,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Woolen Tariq Woolen","CB",25,"$1,068,054","0.42%","($166,108)","$985,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Haynes Christian Haynes","G",24,"$1,055,048","0.41%","($1,040,192)","$1,835,192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Young Dareke Young","WR",25,"$1,010,275","0.40%","($50,550)","$985,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Oluwatimi Olu Oluwatimi","C",25,"$994,114","0.39%","($237,342)","$915,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Knight Tyrice Knight","ILB",24,"$988,140","0.39%","($772,560)","$1,567,560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Howell Sam Howell","QB",24,"$985,000","0.39%","-","$985,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Barner A.J. Barner","TE",22,"$983,777","0.39%","($755,108)","$1,550,108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"McIntosh Kenny McIntosh","RB",24,"$937,713","0.37%","($68,139)","$915,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Bobo Jake Bobo","WR",26,"$918,333","0.36%","($6,667)","$915,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Stoll Chris Stoll","LS",26,"$917,166","0.36%","($4,334)","$915,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Russell Brady Russell","TE",26,"$915,000","0.36%","-","$915,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Thomas Drake Thomas","ILB",24,"$915,000","0.36%","-","$915,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Pritchett Nehemiah Pritchett","CB",23,"$889,768","0.35%","($379,072)","$1,174,072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Morris Mike Morris","DE",23,"$875,519","0.34%","($241,557)","$795,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Laumea Sataoa Laumea","G",23,"$849,129","0.33%","($216,516)","$1,011,516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Jerrell Michael Jerrell","RT",25,"$835,015","0.33%","($160,060)","$955,060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Williams Dee Williams","WR",25,"$803,333","0.31%","($125,000)","$820,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Reed II Jerrick Reed II","S",24,"$795,367","0.31%","($131,103)","$751,666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Sundell Jalen Sundell","T",25,"$795,000","0.31%","-","$795,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Ross Josh Ross","ILB",25,"$559,163","0.22%","-","$559,163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Jobe Josh Jobe","CB",26,"$437,778","0.17%","-","$437,777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"White Cody White","WR",26,"$406,664","0.16%","-","$406,664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"Finley A.J. Finley","S",23,"$304,998","0.12%","-","$304,998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Seahawks",2024,"O'Connell Patrick O'Connell","ILB",26,"$304,998","0.12%","-","$304,998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"QB",27,"$49,118,177",NA,"($112,421,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"FS",28,"$19,025,000",NA,"($3,925,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"SS",26,"$12,467,750",NA,"($12,053,250)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"RB",29,"$8,937,560",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DE",25,"$6,876,036",NA,"($13,271,036)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"OLB",28,"$6,760,080",NA,"($6,760,080)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"RT",27,"$6,610,000",NA,"($19,000,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"WR",22,"$6,431,771",NA,"($35,374,742)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"LT",23,"$6,375,558",NA,"($22,952,008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"CB",27,"$5,955,000",NA,"($14,245,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"C",28,"$4,148,413",NA,"($7,810,080)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"LB",26,"$3,416,666",NA,"($6,495,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"WR",30,"$2,670,000",NA,"($750,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"LT",35,"$2,577,500",NA,"($1,047,500)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DE",23,"$2,525,399",NA,"($13,869,328)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"G",28,"$2,345,080",NA,"($1,100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"RB",26,"$2,083,333",NA,"($2,495,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"TE",25,"$1,728,170",NA,"($890,866)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"C",26,"$1,705,882",NA,"($450,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"WR",29,"$1,703,373",NA,"($1,150,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DT",28,"$1,690,000",NA,"($400,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"CB",22,"$1,616,056",NA,"($6,931,266)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"P",26,"$1,600,000",NA,"($1,200,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"OLB",25,"$1,558,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"CB",23,"$1,280,666",NA,"($823,599)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"WR",24,"$1,213,514",NA,"($662,433)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"LS",34,"$1,162,265",NA,"($83,750)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"WR",26,"$1,125,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"RB",22,"$1,105,127",NA,"($1,226,984)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"OLB",25,"$1,095,465",NA,"($40,465)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"T",24,"$1,086,323",NA,"($1,165,292)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DT",27,"$1,055,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"TE",23,"$1,052,711",NA,"($1,030,844)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DE",29,"$1,028,462",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"S",23,"$1,010,414",NA,"($846,844)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"QB",25,"$1,002,656",NA,"($262,968)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"S",26,"$995,080",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"LB",25,"$985,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"G",25,"$978,060",NA,"($549,180)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"CB",23,"$977,233",NA,"($156,459)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"ILB",24,"$976,244",NA,"($183,732)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DT",25,"$957,153",NA,"($100,002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"OLB",27,"$930,278",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"TE",26,"$925,080",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"RB",25,"$920,000",NA,"($10,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"T",24,"$915,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"CB",24,"$915,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DE",25,"$882,656",NA,"($350,624)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"DT",26,"$879,167",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"WR",24,"$808,703",NA,"($255,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"T",24,"$749,927",NA,"($310,456)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2024,NA,"K",25,"$610,000",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Baker
Budda Baker","FS",27,"$17,866,168",NA,"($20,950,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Murray
Kyler Murray","QB",26,"$16,007,000",NA,"($97,528,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Conner
James Conner","RB",28,"$9,453,260",NA,"($12,250,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Thompson
Jalen Thompson","SS",25,"$5,267,750",NA,"($17,171,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Johnson
Paris Johnson","RT",22,"$5,100,446",NA,"($28,052,454)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Gardeck
Dennis Gardeck","OLB",29,"$4,276,666",NA,"($4,603,334)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Collins
Zaven Collins","ILB",24,"$4,006,434",NA,"($8,680,607)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Hernandez
Will Hernandez","G",28,"$3,650,000",NA,"($4,500,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Prater
Matt Prater","K",39,"$2,750,000",NA,"($4,000,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Beachum
Kelvin Beachum","LT",34,"$2,412,500",NA,"($3,260,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Moore
Rondale Moore","WR",23,"$1,888,429",NA,"($1,197,906)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Pascal
Zach Pascal","WR",29,"$1,830,000",NA,"($2,580,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Froholdt
Hjalte Froholdt","C",27,"$1,800,000",NA,"($2,110,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Ojulari
B.J. Ojulari","DE",21,"$1,563,201",NA,"($5,465,604)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Hamilton
Antonio Hamilton","CB",30,"$1,500,000",NA,"($1,500,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"McBride
Trey McBride","TE",24,"$1,431,741",NA,"($2,312,527)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Daley
Dennis Daley","G",27,"$1,425,000",NA,"($750,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Colon-Castillo
Trystan Colon-Castillo","C",25,"$1,315,877",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona Cardinals",2023,"Turner
Ezekiel Turner","ILB",27,"$1,232,500",NA,"($652,500)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
